,tweet
5375,"All of us will execute right of return to our homeland which the UN acknowledged in resolution 194 in 1948 and reaffirmed in Res.242 and 338. No one on earth can deny this basic Palestinians right. Enough 74 y of living at diaspora of the whole world 

#IsraeliCrimes https://t.co/rt2C9MwDww https://t.co/aHEkBpR2zB"
5376,"@MarkRuffalo Israeli occupation thugs pulling Palestinian flags off #ShireenAbuAkleh's hearse
#IsraeliCrimes
#IsraeliApartheid
 https://t.co/InosDN22gw"
5377,"@MarkRuffalo “‘I chose journalism to be close to the people,’ #ShireenAbuAkleh said in one video. ‘It might not be easy to change the reality, but at least I could bring their voice to the world.’”
Say her name and never forget nor forgive her murderer.
#IsraeliCrimes
 https://t.co/MuOwWWDnn2"
5378,"@emtravelodge #ApartheidIsrael state never represented Judaism, they just using the religion to cover their crimes! https://t.co/xqdrW8Z5ng"
5379,"All of us will execute right of return to our homeland which the UN acknowledged in resolution 194 in 1948 and reaffirmed in Res.242 and 338. No one on earth can deny this basic Palestinians right. Enough 74 y of living at diaspora of the whole world 

#IsraeliCrimes https://t.co/rt2C9MwDww https://t.co/aHEkBpR2zB"
5380,"@A11Ido @MarkRuffalo The eye witnesses don't need an autopsy. They know damn well what the ISF did. So does Naftali Bennett.
74 years of genocide.
#BDS
#Nakba74"
5381,"Germany is behaving like the right hand of #ApartheidIsrael as is the #UK govt that is trying to ban #BDS and limit our protests!

What a disgrace!

#Nakba74 https://t.co/8fVeWkUZeD"
5382,"The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestinians is racist, enraging &amp; hypocritical.

As we mark #Nakba74 escalate #BDS pressure now!
#ColonialHypocrisyKills

https://t.co/cIGTmqPij2"
5383,"The world was outraged by the killing of Jamal Khashoggi by the Saudi government, but the world was silence about the Palestine Journalist Shireen Abu Akleh killed by Israel soldiers. HYPOCRISY #IsraeliCrimes #JamalKhashoggi #ShireenAbuAkleh"
5384,"Dispossession, land theft and a media circus designed to make it seem like a good thing continues as part of the Zionist settler colonial project that is “Israel”. #BDS #endtheoccupation https://t.co/ad6V2Xfb5P"
5385,🤣😂😂😂😂🤣🤣 running away with a coffin was the best they could do. #ShireenAbuAqleh #Israeli #IsraeliCrimes https://t.co/iLvFm9AcJ4
5386,"Janna Jihad: ''The #Zionist are not going to stop us from speaking the truth and informing the world about what is going on. We want to appeal to the world to propagate the freedom of #Palestine. We will be free soon!!''

#FreePalestine #SavePalestine #BDS #Nakba74 https://t.co/dnzvI9gTAx"
5387,"SATANIC #ZIONAZI GESTAPO RABID ATTACK ON FUNRAL DETAIL OF MARTYR | #AllahuAkbar ! #BDS ! #NakbaDay2022 !
 https://t.co/Wg0GGeUGMz https://t.co/dRK5X5InhJ"
5388,"Pain will go away, but the shame will stick for ever #ApartheidIsrael https://t.co/6kV3TgEpP5"
5389,"@NedalAlkhair I have written to my MP Nick Brown calling for a ban on political groups ""friends of Israel"" left and right that are supporting #ApartheidIsrael instead of condemning the dreadful human rights abuses!

https://t.co/yWgMqQrsrl"
5390,#IsraeliTerrorism continues and #Nakba never ends https://t.co/n3WlA0eC04
5391,This is awful and very sad.  Children like this will probably end up with all sorts of emotional issues/difficulties and their mothers must suffer unimaginable anxiety and sadness! #ApartheidIsrael https://t.co/2OgRbMWxzw
5392,"&amp; it’s a proxy #BIDEN’s war on Palestine !
Satanic #USCONGRESS needs to declare war or stop the money flow to apartheid | #BDS #Nakba74 #KakbaDay2022 ! https://t.co/VUDi35lzCD https://t.co/wMwwMtWYhB"
5393,"Palestine Will Be Free🌹🇵🇸
#EndIsraeliApartheid 
#EndIsraeliOccupation 
#StopIsraeliApartheid 
#ShireenAbuAqla 
#IsraeliWarCrimes
#freepalestine
#Palestine 
#PalestiniansLivesMatter https://t.co/zkL9bWssUF"
5394,#Israeli Army Abducts Three #Palestinians In #Ramallah And #Jenin – – IMEMC News https://t.co/dcgJAqcck9 #Nakba74 #EndIsraeliApartheid #FreeThemAll #FreePalestine 🇵🇸 #Palestine #BoycottIsrael #BDS #Apartheid #Israel #NaftaliBennett #JoeBiden #CNN #BBC #FoxNews #MSNBC
5395,"@MarkRuffalo Israeli occupation thugs pulling Palestinian flags off #ShireenAbuAkleh's hearse
#IsraeliCrimes
#IsraeliApartheid
 https://t.co/InosDN22gw"
5396,"A year ago May 2021, Israel was in the middle of an 11 day military assault on the densely populated #gaza strip where they killed 256 Palestinians and displaced 72k . Hundreds of #WarCrimes were committed by Israel, yet  no accountability as of today. #ApartheidIsrael #Nakba74 https://t.co/lBVXJZdyhi"
5397,"""Put pressure on your politicians to come with policies that sanction or hold Israel accountable for its violations of human rights and war crimes... until that day things will carry on the way they are"". @Barahmeh on the @OwenJones84 show today. Support #BDS https://t.co/eYMAdB3miv"
5398,"@AliAbunimah ""On 21 July 2014 an Israeli rocket hit the Al-Salam tower in #Gaza City and killed, among others, German citizen Ibrahim Kilani, his wife and their five children aged four to twelve years. "" 
Racist murder: widespread in #ApartheidIsrael, funded by EU
https://t.co/JU3sIO8OvJ"
5399,"Several Palestinian citizens on Sunday suffered from tear gas suffocations as dozens of heavily guarded Israeli settlers stormed the village of Haris west of Salfit.
#FreePalestine 
#IsraeliTerrorism https://t.co/BOSXNU8pjT"
5400,"@MarkRuffalo This is the journalist was standing right next to #ShireenAbuAkleh when Israeli occupation snipers murdered her, her name is Shatha
Hear her account of what happened.
#IsraeliCrimes
#CrimesAgainstHumanity
 https://t.co/AwVT6Uyt8r"
5401,#Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation From Montreal Now https://t.co/JyKeQ2sdEN
5402,#Nakba74 #FreePalaestine #IsraeliWarCrimes 🇵🇸👍✌️🙏🇵🇸💔the day of #Nakba 1948   #IsraeliOccupation From Montreal Now https://t.co/JyKeQ2sdEN
5403,"Israeli police : 

“no disciplinary action will be taken against police officers and fighters who took part in the funeral in Jerusalem"", and ""we will not let police officers be scapegoated""

Here’s the kind of justice under #ApartheidIsrael 
#ShireenAbuAqla"
5404,Deeply disappointed to see the silence of our media and whole Muslim ummah over the #killing_shireen #ShireenAbuAqleh in over occupied #jesrulum #Palestine #IsraeliApartheid #IsraeliCrimes
5405,"Ancestors of Nazis!! 
#Palestinian #savepalestine #ApartheidIsrael #nazigermany https://t.co/qrHg0sFqBQ"
5406,"Sums up the absolute hypocrisy of @govdotie and the West in general, occasional pious criticism but mostly ignored in the media and sponsored/subsidised by our governments which makes us complicit in #ApartheidIsrael  and #Nakba74 https://t.co/g31gkxZ4li"
5407,@MarkRuffalo thank you ❤🙌🇵🇸 #freepalestine #SherineAbuAqleh #IsraeliCrimes
5408,@rosaluv0 I also don't think that the French or English are being occupied by murderous regime. 🤨🤔 #BDS #FreePalestine #ZionismIsADisease
5409,"A year ago May 2021, Israel was in the middle of an 11 day military assault on the densely populated #gaza strip where they killed 256 Palestinians and displaced 72k . Hundreds of #WarCrimes were committed by Israel, yet  no accountability as of today. #ApartheidIsrael #Nakba74 https://t.co/lBVXJZdyhi"
5410,"SATANIC #ZIONAZI GESTAPO RABID ATTACK ON FUNRAL DETAIL OF MARTYR | #AllahuAkbar ! #BDS ! #NakbaDay2022 !
 https://t.co/Wg0GGeUGMz https://t.co/dRK5X5InhJ"
5411,"The West’s blanket boycotts and sanctions against Russia while continuing its complicity in Israel’s apartheid and settler colonialism against Palestinians is racist, enraging and hypocritical. 

As we mark #Nakba74 escalate #BDS pressure against apartheid Israel! https://t.co/dRWo8D9k42"
5412,"Israel is committing war crimes everyday.
Israel is killing innocent people.
Israel is killing civilians.
Israel is killing journalists.
Israel is a terrorist state. 

#Shereen_Abu_Aqleh #IsraeliCrimes #IsraeliOccupation https://t.co/MGmMdlq4Vw"
5413,"Palestinian engineer Mohammad Fathya is undergoing treatment at Al-Makassed Hospital in occupied Jerusalem after #Israelioccupation forces attacked him while mourning Palestinian journalist Shireen Abu Aqleh.
#FreePalestine https://t.co/fvW3QieFmT"
5414,"Today marks the 74th year anniversary of the Palestinian natives Catastrophe, Nakbah, when they were ethnically cleansed from their towns and villages.

Al Nakbah continues till today to other parts of Palestine and after 74 years…  

#IsraeliCrimes https://t.co/XUR4KT1yYU"
5415,"Israeli law enforcement under fire for excessive use of force against mourners of executed Al Jareeza journalist https://t.co/aODxZv6ncd 

#IsraelTerrorism 
#IsraeliApartheid 
#IsraeliOccupation"
5416,"'An outrage': Sanders condemns attack by Israeli soldiers on Shireen Abu Akleh's funeral procession https://t.co/vJE18zTROJ 

#IsraelTerrorism 
#IsraeliApartheid 
#IsraeliOccupation"
5417,"@Acatrancher Isreal
Murders
Palestinians!!!

#ApartheidIsrael"
5418,"#Israeli Soldiers Abduct Five Former Political Prisoners, Including Two Siblings, In #Hebron – IMEMC News https://t.co/RLbrgHWAiE #Nakba74 #Hebron #EndIsraeliApartheid #FreeThemAll #FreePalestine 🇵🇸 #Palestine #BoycottIsrael #BDS #Apartheid #Israel #NaftaliBennett #CNN #FoxNews"
5419,".@UN 
Where is the justice???

The Nakba of Haifa, April 1948.
photos by: John Phillips (1914-1996) 

#BDS
#StopOccupation
#StopBlockade
#ICC4Israel🇮🇱

#FreedomForPalestinian 🇵🇸 https://t.co/yChyNBEH9C"
5420,"#BoycottRussia The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestinians is racist, enraging &amp; hypocritical.

As we mark #Nakba74 escalate #BDS pressure now!
#ColonialHypocrisyKills

https://t.co/yajxCixZpE"
5421,"Today marks 74 years since the #nakba began in Palestine in 1948, when hundreds of thousands of Palestinians were expelled from their homes &amp; continue 2 be expelled from their homes 2 this day. I have no sympathy for Israel. #FreePalestine #BDS #IsraeliApartheid #EndTheOccupation"
5422,"Wounded detainee from Jenin pronounced dead in israeli hospital
#Palestine #جنين #IsraeliCrimes
https://t.co/93s5hGJWVT https://t.co/HO5egaikeK"
5423,"'An outrage': Sanders condemns attack by Israeli soldiers on Shireen Abu Akleh's funeral procession https://t.co/vJE18zTROJ 

#IsraelTerrorism 
#IsraeliApartheid 
#IsraeliOccupation"
5424,"How #ApartheidIsrael not only commits atrocious #HumanRightsViolations on #Palestinians, it also steals their property. You can’t make this up. #FreePalestine https://t.co/eDfyJ2bAWB"
5425,"@yarahawari @AJEnglish Tnx Dr Yara for appearing on Al Jazeera English today. Tnx for explaining about the crime of the Nakba &amp; how its ongoing! The world has to do more to address it. From your roof top position the Palestinian refugee camp &amp; imposed Israeli settlement spoke volumes.

#ApartheidIsrael"
5426,"Israeli law enforcement under fire for excessive use of force against mourners of executed Al Jareeza journalist https://t.co/aODxZv6ncd 

#IsraelTerrorism 
#IsraeliApartheid 
#IsraeliOccupation"
5427,"Zionism and their friends, we will not forget your terror in Palestine 🇵🇸 

#USA 
#Zionism 
#IsraeliCrimes 
#Israel_is_a_terrorist_country 
#فلسطين https://t.co/wj8sgOM5SI"
5428,"The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestinians is racist, enraging &amp; hypocritical.

As we mark #Nakba74 escalate #BDS pressure now!
#ColonialHypocrisyKills

https://t.co/YNDTKombCD"
5429,#Nakba74 it's time the indiscriminate Murdering of Palestinians must Stop! #NakbaDay1948 up till #NakbaDay2022                                #ISraeliCrimes https://t.co/n1ZZT4JHDN
5430,"Walid Sharif was shot in the head with a rubber coated steel bullet at al aqsa mosque as israeli occupation soldiers raided the mosque and was arrested while he was unconscious by the occupation soldiers
after a few weeks in the hospital he passed away
#IsraeliCrimes #israel https://t.co/gKdi6vCAKG"
5431,"A rogue racist state, #ApartheidIsrael is still illegally occupying #Palestine.
#Nakba74 https://t.co/FRWl5N9jMm"
5432,"Walid Sharif was shot in the head with a rubber coated steel bullet at al aqsa mosque as israeli occupation soldiers raided the mosque and was arrested while he was unconscious by the occupation soldiers
after a few weeks in the hospital he passed away
#IsraeliCrimes #israel https://t.co/gKdi6vCAKG"
5433,"The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of the Palestinian people. 
Take a moment to learn about the Palestinian struggle for justice and rights.
#Nakba74
#EndIsraeliApartheid 

https://t.co/WUDauuVTeu"
5434,"A year ago May 2021, Israel was in the middle of an 11 day military assault on the densely populated #gaza strip where they killed 256 Palestinians and displaced 72k . Hundreds of #WarCrimes were committed by Israel, yet  no accountability as of today. #ApartheidIsrael #Nakba74 https://t.co/lBVXJZdyhi"
5435,"The #Nakba of Palestine: 74 years of injustice and double standards

#NakbaDay #Nakba74 #Palestine #IsraeliCrimes #SherineAbuAqleh #IsraeliApartheid #FreePalestine https://t.co/S9oCZL7eoq"
5436,"SATANIC #ZIONAZI GESTAPO RABID ATTACK ON FUNRAL DETAIL OF MARTYR | #AllahuAkbar ! #BDS ! #NakbaDay2022 !
 https://t.co/Wg0GGeUGMz https://t.co/dRK5X5InhJ"
5437,"“Israel Is a Cancer That Must Be Annihilated.”
- Imam Khoemini 

#اسرائیل_نامنظور 
#ApartheidIsrael https://t.co/jfF3ZPeU1q"
5438,"Palestinian continue to feel the pain of the Nakba , 74 years of ongoing oppression, apartheid, genocide,  land theft  ,and  #WarCrimes it’s a  modern day humanitarian crisis that cannot continue to escalate.#NakbaDay #BDS https://t.co/YZOKNeCBYg"
5439,"What use is banal condemnation if the killer of Shireen Abu Aqleh and those who gave the orders are not behind bars? 

This won’t happen in Israel of course - that’s why BDS campaigns and demands for the ICC to step up are growing.
#EndIsraeliApartheid 
https://t.co/XTmIZELaTa"
5440,"#Manchester, #England reminding the World about #IsraelWarCrimes by #apartheidIsrael during the #Nakba https://t.co/v1kMzOB2Dg"
5441,"Israeli police : 

“no disciplinary action will be taken against police officers and fighters who took part in the funeral in Jerusalem"", and ""we will not let police officers be scapegoated""

Here’s the kind of justice under #ApartheidIsrael 
#ShireenAbuAqla"
5442,"@nadhimzahawi #BDS 
#ApartheidIsrael 
#FreePalestine 

You can cut all the Flowers but you cant stop Spring coming. https://t.co/ZQX3lgRPkJ"
5443,"He was shot in the head with a rubber coated steel bullet at al aqsa mosque as israeli occupation soldiers raided the mosque and then was arrested while he was unconscious by the occupation soldiers
after a few weeks in the hospital he passed away
#IsraeliTerrorism https://t.co/976q4uEt3s"
5444,#Israeli Soldiers Attack A #Palestinian Family In #Bethlehem – – IMEMC News https://t.co/VqDQbCMg6g #Nakba74 #EndIsraeliApartheid #FreePalestine 🇵🇸 #Palestine #BoycottIsrael #BDS #Apartheid #Israel #NaftaliBennett #JoeBiden #kamalaharris #TonyBlinken #CNN #BBC #FoxNews #MSNBC
5445,"From .@guardian As we grieved for Shireen Abu Aqleh, Israeli police attacked us. They have no shame https://t.co/69l5GAXENq
#ShireenAbuAqla #ShireenAbuAqleh #Shireen #شيرين_ابو_عاقلة #Accountability #RIP #IsraeliCrimes #Palestine #norespectforthedead"
5446,#ShireenAbuAkleh The #Truth is the opposite of what the #Zionist #ApartheidIsrael government is saying!  It is all #IsraelWarCrimes https://t.co/iBLw2vv5Qi
5447,"@JonasMina6 @emilykschrader The border point of Ras al-Naqoura between Lebanon and Palestine in the thirties 1934
On top of it is written Palestine.
Above it is the British colonial flag. #ApartheidIsrael https://t.co/ZDGnptc751"
5448,"#ApartheidIsrael in action.
Mind you, this is in front of cameras. https://t.co/HInvmaueMI"
5449,"@safemoonsimon @emilykschrader The border point of Ras al-Naqoura between Lebanon and Palestine in the thirties 1934
On top of it is written Palestine.
Above it is the British colonial flag. #ApartheidIsrael https://t.co/VkfJQMOnr7"
5450,#Nakba74 it's time the indiscriminate Murdering of Palestinians must Stop! #NakbaDay1948 up till #NakbaDay2022                                #ISraeliCrimes https://t.co/n1ZZT4JHDN
5451,"@maggieogs @emilykschrader The border point of Ras al-Naqoura between Lebanon and Palestine in the thirties 1934
On top of it is written Palestine.
Above it is the British colonial flag. #ApartheidIsrael https://t.co/dtcIQOUutE"
5452,"@POTUS @SecBlinken @DNC #Israel is a country of rabid racist #Zionists #ApartheidIsrael is illegitimate and irredeemable. #FreePalestine ""Abu Akleh’s brother slams police ‘brutal force’ at funeral, expresses hope for peace"" https://t.co/tCW5utmNbq via @timesofisrael"
5453,"Seems like a good time for a demo!

#ApartheidIsrael https://t.co/iZCwnud4zS"
5454,"The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestinians is racist, enraging &amp; hypocritical.

As we mark #Nakba74 escalate #BDS pressure now!
#ColonialHypocrisyKills

https://t.co/jQtqoWIIsp"
5455,"The West’s blanket boycotts and sanctions against Russia while continuing its complicity in Israel’s apartheid and settler colonialism against Palestinians is racist, enraging and hypocritical. 

As we mark #Nakba74 escalate #BDS pressure against apartheid Israel! https://t.co/dRWo8D9k42"
5456,"@emilykschrader The border point of Ras al-Naqoura between Lebanon and Palestine in the thirties 1934
On top of it is written Palestine.
Above it is the British colonial flag. #ApartheidIsrael https://t.co/B4hAW4g4uA"
5457,"The #BDS Movement condemned the Western indifference toward the Palestinian cause, which enables ""Israel's impunity"".
The movement said that in Sheikh Jarrah, Silwan, Al-Naqab, and across historic #Palestine, ""Palestinians stand united against ongoing ethnic cleansing.""

#Nakba https://t.co/tk1oWLzQji"
5458,"Massive respect and solidarity with Oslo, Norway 🇳🇴 rally to commemorate 74th anniversary of Palestinian people #Nakba
#FreePalestine #Nakba74 #free #IsraeliCrimes #Israel #Norway
https://t.co/XNnZ2Bj1Oy"
5459,"Thoroughly sickened and horrified after what happened to the iconic journalist #ShireenAbuAqleh this week. Apartheid snipers executed her in cold blood while wearing a PRESS vest then riot police attacked her funeral🤯
Demand #JusticeForShireen 
#BDS Israel NOW! #StopArmingIsrael"
5460,"All Palestinian refugees still hold the keys to their old homes in Palestine as a legacy that they will not forget.
#IsraeliCrimes #ShireenAbuAkleh #FreePalestine"
5461,"“Israel Is a Cancer That Must Be Annihilated.”
- Imam Khoemini 

#اسرائیل_نامنظور 
#ApartheidIsrael https://t.co/jfF3ZPeU1q"
5462,"@hswn78027311 #FreePalestine
#ONU
#usa
#IsraeliTerrorism
@JoeBiden
@unitestates1
@UNIONEUROPEA is fucking liers
@humanrights"
5463,"The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of the Palestinian people. 
Take a moment to learn about the Palestinian struggle for justice and rights.
#Nakba74
#EndIsraeliApartheid 

https://t.co/WUDauuVTeu"
5464,"All Palestinian refugees still hold the keys to their old homes in Palestine as a legacy that they will not forget.
#IsraeliCrimes #ShireenAbuAkleh #FreePalestine"
5465,#Nakba #Berlin does #Germany need a history lesson on what leads to silencing protest? #Facism #EndOccupation #ApartheidIsrael #FreePalestine #SaveSilwan  #SaveBeita #SaveGaza #SaveLifta https://t.co/RfzSwhPFHy
5466,"@NedalAlkhair He needs to go... the party is divided and falling apart as few trust him and his motives. We are very upset with Starmer's stance blindly supporting 

#ApartheidIsrael"
5467,"@MarkRuffalo This is the journalist was standing right next to #ShireenAbuAkleh when Israeli occupation snipers murdered her, her name is Shatha
Hear her account of what happened.
#IsraeliCrimes
#CrimesAgainstHumanity
 https://t.co/AwVT6Uyt8r"
5468,"@AngelaVdp90 #ApartheidIsrael’s days are numbered…

Be sure if that 

This vile disgusting cult needs to be dismantled https://t.co/vrMSWnhQGr"
5469,"The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestinians is racist, enraging &amp; hypocritical.

As we mark #Nakba74 escalate #BDS pressure now!
#ColonialHypocrisyKills

https://t.co/jQtqoWIIsp"
5470,"The West’s blanket boycotts and sanctions against Russia while continuing its complicity in Israel’s apartheid and settler colonialism against Palestinians is racist, enraging and hypocritical. 

As we mark #Nakba74 escalate #BDS pressure against apartheid Israel! https://t.co/dRWo8D9k42"
5471,"@MarkRuffalo Israeli occupation thugs pulling Palestinian flags off #ShireenAbuAkleh's hearse
#IsraeliCrimes
#IsraeliApartheid
 https://t.co/InosDN22gw"
5472,"“Israel Is a Cancer That Must Be Annihilated.”
- Imam Khoemini 

#اسرائیل_نامنظور 
#ApartheidIsrael https://t.co/jfF3ZPeU1q"
5473,"Colonial hypocrisy is killing Palestinians. We condemn once again the Western indifference to Palestinians, we reiterate our call for meaningful solidarity with Palestinians facing Ethnic Cleansing, Massacres, Colonial dispossession and Apartheid.

#Nakba74 
#BDS https://t.co/zIWqjkBmSj"
5474,"@iamjourjean **

AND the buggers aren't even IN #Europe!!

#BDS the only way to push back against Planet of the Apes"
5475,"@MarkRuffalo “‘I chose journalism to be close to the people,’ #ShireenAbuAkleh said in one video. ‘It might not be easy to change the reality, but at least I could bring their voice to the world.’”
Say her name and never forget nor forgive her murderer.
#IsraeliCrimes
 https://t.co/MuOwWWDnn2"
5476,@BBCWorld @BBCBreaking @BBC you do realise that you act as cheerleaders for #ApartheidIsrael #IsraeliWarCrimes #IsraeliOccupation #IsraeliTerrorState look forward to you supporting #BDSMovement as you eventually did with South Africa 🇵🇸🇵🇸🇵🇸✊🏾 https://t.co/lFzAEYdkhd
5477,Use of apartheid #Israel's spyware on Spain’s politicians causing ‘crisis of democracy’ #BDS https://t.co/rWy72qiggj
5478,"“Zionism is a form of racism and racial discrimination”

- UN General Assembly Resolution 3379 (1975), was revoked in 1991, not because it wasn't accurate, but because its revocation was Israel's condition to participate in the Madrid Peace Conference.

#EndIsraeliApartheid https://t.co/er66v77tQV"
5479,"Number of terrorist settlers, under the protection of the occupation forces, attack the residents of the town of Haris, Salfit District, and break down vehicles amid heavy firing of live bullets and tear gas canisters, injuring citizens. 
#IsraeliCrimes #IsraeliTerrorism https://t.co/fT3tiVXSL9"
5480,"@AngelaVdp90 And of course the mass graves that Israeli veterans have nightmares about!!

#Nakba74 

#ApartheidIsrael 

#ZionismIsGenocide 

#ZionismIsRacism https://t.co/CGiRmi1IRk"
5481,@callumreuben @RiyaAlsanah Judaism hatred is fueled by zionist crimes. Make the two distinctively different by stopping the support of #ApartheidIsrael
5482,"#ApartheidIsrael
Preventing the return of people, isolating people from each other, taking away civil and political rights is apartheid.
And that is what Israel does since the nakba #Nakba_74

https://t.co/M2uRtIilHp"
5483,"May 15 marks the 74th anniversary of the Palestinian Nakba in which more than 750,000 native Palestinians were ethnically cleansed from their homes in historic Palestine by invading Zionist militias.
#Nakba74 
#FreePalestine 
#IsraeliTerrorism https://t.co/eDtsWariWP"
5484,"#Palestinian young man Khalid Zaytoun from Silwan village, he got
shot with rubber coated steel bullet, the head at #AlAsamosque
yesterday, which caused fractures in the skull and nose. #FreePalaestine #IsraeliCrimes https://t.co/qH5hDIT4kd"
5485,"@AsaWinstanley @PhillipsBarrie @DavidLammy I have written an open letter to my MP calling for all political ""friends of Israel"" groups left and right to be banned in the #UK which will be online shortly!

Israel must be held accountable!

#ApartheidIsrael"
5486,"The West’s blanket boycotts and sanctions against Russia while continuing its complicity in Israel’s apartheid and settler colonialism against Palestinians is racist, enraging and hypocritical. 

As we mark #Nakba74 escalate #BDS pressure against apartheid Israel! https://t.co/dRWo8D9k42"
5487,"🇵🇸 Our former Chairperson Fatin Al Tamimi speaking yesterday at @AmnestyIreland's launch of their Picnics Against Apartheid yesterday where she outlined the stark reality of 74 years of #Nakba and apartheid Israel's crimes against the Palestinian people. 
#EndIsraeliApartheid https://t.co/dNNog4i9Qs"
5488,"The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of the Palestinian people. 
Take a moment to learn about the Palestinian struggle for justice and rights.
#Nakba74
#EndIsraeliApartheid 

https://t.co/WUDauuVTeu"
5489,"#Nakba74 continues with #ApartheidIsrael, #IsraeliOccupation , #IsraeliWarCrimes etc we @govdotie and @EUinIsrael are complicit in this genocide… https://t.co/0tYzYjWeZI"
5490,"@OnlinePalEng #WorldMustStopIsrael
#standupforpalestine 
#BoycottIsrael for it's crimes , for what they have been doing with Palestinians , journalists , women , children , lives of civilians. https://t.co/4FRfAILSju"
5491,"#Nakba74 
#شيرين_أبو_عاقلة 
#ApartheidIsrael 
Puppet of #Ukraine 
 #CIA/#ISIS/#NATO  #Zelenskyy 
#Palestine 
 #فلسطین #ایران #یمن #لبنان #سوریه #عراق 
 #Iran #Russia #Syria #Gaza https://t.co/gmKweAn6EC"
5492,"The occupation authorities refuse to bring in the personal belongings of the prisoner Khalil Awawda and have prevented him from showering for more than a month. Speak Up!!
#معركة_الامعاء_الخاوية
#FreeThemAll
#IsraeliCrimes"
5493,"""If we don't steal it, someone else will...""
#ApartheidIsrael 
#Apartheid https://t.co/gJlY94HYT0"
5494,"""There's no partner for peace negotiations, Palestinians don't want peace"" 

#IsraeliCrimes #IsraeliApartheid #FreePalestine https://t.co/7oa3rNL0s4"
5495,"I don't know how someone can hide under the coffin and throw stones, if your mind believes this, I suggest to see a doctor, the whole world has seen what happened, your words do not convince a even kids , stop lying
#IsraeliCrimes 
#IsraeliApartheid 
#ShereenAbuAqleh https://t.co/jNcAqN08vZ"
5496,"Today marks the 74th year anniversary of the Palestinian natives Catastrophe, Nakbah, when they were ethnically cleansed from their towns and villages.

Al Nakbah continues till today to other parts of Palestine and after 74 years…  

#IsraeliCrimes https://t.co/XUR4KT1yYU"
5497,"WATCH from .@AJEnglish The world reacts to the killing of Al Jazeera’s Shireen Abu Akleh https://t.co/A8G7iqrxOi
#ShireenAbuAqla #JusticeForShireen #شيرين_ابو_عاقلة #IsraeliCrimes #Accountability"
5498,#Nakba #Berlin does #Germany need a history lesson on what leads to silencing protest? #Facism #EndOccupation #ApartheidIsrael #FreePalestine #SaveSilwan  #SaveBeita #SaveGaza #SaveLifta https://t.co/3ROeqi0G4s
5499,"The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestinians is racist, enraging &amp; hypocritical.

As we mark #Nakba74 escalate #BDS pressure now!
#ColonialHypocrisyKills

https://t.co/BunyOdvuis"
5500,"I don't know how someone can hide under the coffin and throw stones, if your mind believes this, I suggest to see a doctor, the whole world has seen what happened, your words do not convince a even kids , stop lying
#IsraeliCrimes 
#IsraeliApartheid 
#ShereenAbuAqleh https://t.co/jNcAqN08vZ"
5501,"Israeli's Bastard are brutally beaten the people who hold the coffin of AlJazeera Lady Reporter who was brutally killed by Israeli Terrorist force.
@UN @hrw @UNHumanRights @humanrights1st 
#IsraeliCrimes 
#IsraeliWarCrimes 
#IsraeliTerrorists 
#IsraelTerrorism https://t.co/k77SvOtMBS"
5502,"#Nakba74 
#شيرين_أبو_عاقلة 
#ApartheidIsrael 
Puppet of #Ukraine 
 #CIA/#ISIS/#NATO  #Zelenskyy 
#Palestine 
 #فلسطین #ایران #یمن #لبنان #سوریه #عراق 
 #Iran #Russia #Syria #Gaza https://t.co/AERk56BQPN"
5503,"“Zionism is a form of racism and racial discrimination”

- UN General Assembly Resolution 3379 (1975), was revoked in 1991, not because it wasn't accurate, but because its revocation was Israel's condition to participate in the Madrid Peace Conference.

#EndIsraeliApartheid https://t.co/er66v77tQV"
5504,"#Palestine lost its
authentic voice.
Everyone, from the youngest to the
oldest, is grieving her assassination.  We will continue on the path you
started. Your spirit and voice will live on forever. #ShireenAbuAkleh #PLM #JournalismIsNotACrime #Israel #IsraeliCrimes @UNOCHA https://t.co/DE2BwUL3FL"
5505,"After the usual lies, #ApartheidIsrael was forced to admit one of its snipers killed #ShireenAbuAkleh.
I join calls on the @IntlCrimCourt to investigate Shireen's murder and hold those responsible accountable. #JusticeForShireen
https://t.co/LBsWnR8Qi4 https://t.co/8g4DXzsat9"
5506,Its a violent cult 🇮🇱. We will not forget what this cruel inhumane occupation regime has been doing in occupied Palestine for decades.  #IsraeliCrimes #Israeli #FreePalestine #Palestine https://t.co/UBRph1ieMN
5507,@Stewart29839949 @ClareDalyMEP #USA always turns a blind eye concerning #IsraeliCrimes
